title,date,reference,url,calificacion,precio,contains,ciudad
Confortables habitaciones,14 jun. – 18 jun.,Habitación en un apartamento con servicios incluidos en Cartagena,https://www.airbnb.com.co/rooms/48334756?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,,55597,"2 huéspedes,2 habitaciones,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Hospedaje La casa Blanca,14 jun. – 18 jun.,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/24606997?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.61,41",70080,"2 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Lujoso Apto de 1 habitacion en piso 29,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/28276499?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.90,98",322160,"4 huéspedes,1 habitación,1 cama,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Palmetto Sunset 2903 with an amazing ocean view,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/32461466?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.92,76",307952,"5 huéspedes,1 habitación,1 cama,2,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
1502 The Best Location & Comfort Near the Beach,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45959113?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.67,9",218600,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
excelente apartamento en Cartagena*,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/39729775?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.93,15",154990,"4 huéspedes,1 habitación,6 camas,1,5 baños,Wifi,Aire acondicionado,Cocina",Cartagena
Lujoso apartamento en Cielo Mar- Jacuzzi privado,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/40615482?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.69,29",214020,"4 huéspedes,1 habitación,5 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Cool & Central 1 Bedroom Apartment ~ Old City,14 jun. – 18 jun.,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/18448945?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.88,105",334734,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"Low budget room, nice place Cartagena",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/42624922?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.70,10",53610,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Cocina",Cartagena
BIG BALCONI STREET VIEW,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45086870?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"3.71,7",111989,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Apto privado| TV | AC | Wifi | 8min de aeropuerto,14 jun. – 18 jun.,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/37212388?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.48,29",59568,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"PISO 41 VISTA AL MAR , CIUDAD MURALLADA Y VAHIA",14 jun. – 18 jun.,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/19762009?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.78,52",350400,"6 huéspedes,2 habitaciones,3 camas,3 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
★Fragata 201★,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/30046149?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.93,29",152772,"5 huéspedes,1 habitación,3 camas,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitacion Doble  con Baño privado,14 jun. – 18 jun.,Habitación de hostal en Cartagena,https://www.airbnb.com.co/rooms/38319926?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.80,35",120000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
HABITACIÓN PRIVADA. CENTRO HISTÓRICO (GETSEMANI ),14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/15357564?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.60,16",79424,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Tamarindo Inn  101,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/40152585?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"5.0,20",327040,"6 huéspedes,2 habitaciones,2 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
Apartamentos Villa Real - familiar 404,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/17279491?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.18,11",168000,"6 huéspedes,2 habitaciones,5 camas,2,5 baños,Aire acondicionado,Cocina,Wifi",San Andres
Mykonos Beach Sai 201,14 jun. – 18 jun.,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/47053076?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,207350,"4 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado",San Andres
Habitación privada (CENTRO a 1min de la playa),14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/37452502?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.33,3",188632,"4 huéspedes,1 habitación,3 camas,1,5 baños,Aire acondicionado,Cocina,Wifi",San Andres
HABITACIÓN DOBLE (ROOM ALVORDA),14 jun. – 18 jun.,Habitación de hotel en SAN ANDRES ISLA,https://www.airbnb.com.co/rooms/28839379?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,100000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
apartamento centro misscenta la mejor alternativa,14 jun. – 18 jun.,Habitación privada en Isla,https://www.airbnb.com.co/rooms/41799987?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,163520,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado",San Andres
Apartaestudio Cueva de Morgán,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/34142521?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.75,12",126710,"4 huéspedes,Estudio,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Habitación privada matrimonial,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/18933297?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.70,10",138000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Sweet island Apartment,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/30425397?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.52,32",175200,"5 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Wifi",San Andres
Hermoso apartamento 403 con vista al mar,14 jun. – 18 jun.,Conjunto residencial entero en San Andrés,https://www.airbnb.com.co/rooms/47257458?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,398180,"6 huéspedes,1 habitación,1 cama,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
APARTAESTUDIO TURISTICO TOTALMENTE INDEPENDIENTE,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/18617388?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.70,30",151512,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Dream it Again in San Andrés,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/33373293?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.83,6",140160,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Habitacion Triple cerca de la playa,14 jun. – 18 jun.,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/45987381?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,151840,"3 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
"La mejor ubicación! Apartamento con cocina, Cómodo",14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/48472551?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,140160,"4 huéspedes,2 habitaciones,2 camas,1 baño,Aire acondicionado,Cocina",San Andres
Habitacion Doble cerca de la playa,14 jun. – 18 jun.,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/45987000?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.14,7",175200,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Aire acondicionado,Wifi",San Andres
Apartamento badavid san andres isla,14 jun. – 18 jun.,Apartamento entero en San andres isla,https://www.airbnb.com.co/rooms/32653981?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.81,21",206500,"6 huéspedes,1 habitación,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Apartamento #3 Luxury,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/47830782?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,105120,"12 huéspedes,3 habitaciones,11 camas,2 baños,Aire acondicionado,Cocina",San Andres
Apartamento Badavid,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/45805173?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"4.20,5",190732,"4 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
CASA HOTEL VICTORS VIP - SAN ANDRES ISLAS,14 jun. – 18 jun.,Habitación de hostal en San Andrés,https://www.airbnb.com.co/rooms/40011501?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,"3.33,4",163520,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Apto. privado para 4,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/48417446?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=b6029dd4-c945-404d-9412-7616b9acb929,,210240,"4 huéspedes,2 habitaciones,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Maravilloso Apartamento cerca al aeropuerto 🙌🏼✨🛫🛬,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/46948434?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.77,13",64624,"6 huéspedes,1 habitación,4 camas,1 baño,Wifi,Cocina,Lavadora",Bogotá
50% off ArtDeco Studio3 BEST part of Candelaria,14 jun. – 18 jun.,Casa entera en Bogotá,https://www.airbnb.com.co/rooms/41474387?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.88,24",121299,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Lavadora,Estacionamiento gratuito",Bogotá
Apartamento Amoblado Privado 2,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/11471765?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"5.0,8",58912,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
"Nueva apertura, Apartasuite  Palermo Home",14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48014201?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"5.0,4",93440,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Centralisimo *Parkway *Teusaquillo*Parque Nacional,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48611892?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,,69457,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
"Gran vista cerca a Zona Rosa, desinfectado a fondo",14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/36208302?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.90,91",140995,"4 huéspedes,Estudio,2 camas,1 baño,Wifi,Cocina,Lavadora",Bogotá
"Cómodo apartamento, de lo mejor! A408",14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/42714325?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.93,14",124740,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Apartasuite  Palermo Home,14 jun. – 18 jun.,Habitación de hotel en Bogotá,https://www.airbnb.com.co/rooms/48389742?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"5.0,6",81760,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Lavadora",Bogotá
Budget Apartment Located on Calle 100,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48361858?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"5.0,5",105164,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Estacionamiento gratuito",Bogotá
Apartamento NUEVO en Chapinero.,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/46626026?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"5.0,7",79399,"2 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina",Bogotá
Top location cozy space at Zona G + Park,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/43411767?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.91,11",114050,"4 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Aparta Estudio Duplex Chicó,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48362175?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,,122640,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
New Studio in Downtown,14 jun. – 18 jun.,Loft entero en Bogotá,https://www.airbnb.com.co/rooms/16164993?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.71,229",71691,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina",Bogotá
WONDERFUL BRAND NEW DUPLEX 2BEDS/ MODERN DESIGN,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48359162?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"3.50,4",85852,"4 huéspedes,2 habitaciones,2 camas,1 baño,Wifi",Bogotá
"El Bosco Suites - ""The Garden of Earthly Delights""",14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/16204902?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.60,106",128029,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Independiente cerca terminal aéreo y terrestre occ,14 jun. – 18 jun.,Casa entera en Bogotá,https://www.airbnb.com.co/rooms/29660813?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=e9699866-9e70-44be-ba31-7ca9468c8468,"4.83,76",65874,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina",Bogotá
